Genome_size_bp,Total_bp_gene_associated_region_including_N,Intergenic_bp,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number,Tip_Name
81095982.0,55671306,25424676.0,69201,22909,21297,14266,11428,8204,1.1037109935736915,0.1185532000982644,6730,0.973940626684918,0.0972529298709556,4299,0.9287548065263592,0.0621233797199462,3162,0.8527612996469727,0.0456929813152989,4933,0.713885454894012,0.07128509703617,7561,1.1770213956304816,0.1092614268579933,5069,1.177995473865146,0.0732503865551075,3728,1.0815067198256831,0.0538720538720538,5196,1.1225424458504214,0.0750856201499978,3647,0.8475339303977485,0.0527015505556278,2544,0.8825811522836655,0.0367624745307148,2704,1.171052099457205,0.039074579847112,4337,1.1696476143481722,0.0626725047325905,3111,0.9025127160347908,0.0449559977456973,2238,0.9692361681158372,0.0323405731131053,1738,0.939617917776066,0.0251152439993641,0.3277396280400572,0.3046781115879828,0.2040915593705293,0.1634907010014306,downstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,139101,44566,53772,21876,19586,16564,1.171768990186278,0.119078942638802,16003,0.9382652890934652,0.1150459018986204,6367,0.9175872490050434,0.0457724962437365,5399,0.8690564997089363,0.0388135239861683,12690,0.7440221532585186,0.0912286755666745,23215,1.128081296575612,0.1668931208258747,9658,1.1535785899012525,0.0694315641152831,7934,1.0584597473144577,0.0570376920367215,7727,1.1135851536142565,0.0555495647047828,7269,0.8682297338985508,0.0522569931201069,3085,0.9057397535061176,0.0221781295605351,3692,1.210687666358247,0.0265418652633697,7365,1.185516043777795,0.052947139129122,7011,0.9353240847519112,0.050402225720879,2658,0.8716164185211867,0.0191084176246037,2464,0.9024710802772238,0.0177137475647191,0.3187839771101574,0.3846351931330472,0.1564806866952789,0.1401001430615164,downstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,933989,299060,267049,212244,163890,105046,1.116469696568826,0.1124702753458552,87726,1.044150547525838,0.0939261597299325,57090,0.8549690042078552,0.0611249168887428,46943,0.910424915680798,0.0502607632423936,56170,0.6685581954554671,0.0601398945811995,84994,1.132897020332068,0.0910010717470976,75257,1.2621314887817214,0.080575895433458,49432,1.0736156882183114,0.0529256768548666,74170,1.1107558423909023,0.0794120701635672,51185,0.8584211469138076,0.0548025726213049,40314,0.8506856871050342,0.0431632492459761,42261,1.154877633060624,0.0452478562381355,60514,1.1736244668535845,0.0647909129550776,41955,0.911222410568038,0.0449202292532353,36657,1.001735628477871,0.0392477855734917,24275,0.8590894904304507,0.0259906701256652,0.3173915858223409,0.2834183963160246,0.2252539949885539,0.1739360228730805,exon,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,81095651,28596722,28610867,11935746,11952325,11657737,1.156057,0.143753,9730496,0.964463,0.119988,3719178,0.883647,0.045862,3489308,0.827882,0.043027,7557261,0.749057,0.093189,11669043,1.156035,0.143892,4838113,1.148929,0.059659,4546446,1.078168,0.056063,4536100,1.077741,0.055935,3486532,0.827963,0.042993,1724199,0.98149,0.021261,2188914,1.244298,0.026992,4845621,1.149684,0.059752,3724795,0.883317,0.045931,1654253,0.940368,0.020399,1727655,0.980731,0.021304,0.3526294995317875,0.3528039231692547,0.1471810698624316,0.1473855074365262,genome,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,25427628,9338929,9316342,3376897,3392347,3950580,1.1515060348080606,0.1553656518807023,3320009,0.9700548006821608,0.1305669958676444,1083963,0.8737739145298068,0.0426293400233792,985451,0.7907463507559871,0.0387551288700621,2601819,0.7602108944451833,0.1023225209995993,3936082,1.1528499801415246,0.1547954846594421,1422476,1.149426525995278,0.0559421429320894,1357073,1.0915836509410894,0.0533700194135292,1352858,1.0905280258301857,0.0532042548365109,978701,0.7908357613190694,0.038489669583022,453529,1.011041398502111,0.0178360718506657,592291,1.3143667216228816,0.0232932069007773,1434794,1.1513085070557396,0.0564265766354612,1082658,0.8708535004090259,0.0425780178945515,417350,0.9261510832839086,0.0164132493994327,457994,1.011716317419106,0.01801166825313,0.3673198485792158,0.3664314540513358,0.1328205080804884,0.1334281892889599,intergenic,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,2842145,918164,1087080,450735,393721,342674,1.16142905568912,0.1205687957510964,325453,0.9316623959502665,0.1145096397263334,140959,0.9732027345280168,0.0495959917597448,109078,0.8621451314589863,0.0383787597043782,267000,0.7643311314344041,0.0939431309802983,473804,1.1455861787309125,0.1667064840111957,185972,1.0844682134435015,0.0654336777328391,160304,1.070154120314676,0.05640247066916,156570,1.0809834926826352,0.0550886742231659,149697,0.8729359158790134,0.0526704302560214,62937,0.8851472533082198,0.0221441903914121,73976,1.1910583449146477,0.0260282286793953,151920,1.2007654006421935,0.0534525859869922,138126,0.92209868763465,0.0485992093999426,53312,0.8583554461459079,0.0187576636659987,50363,0.9282960168249088,0.0177200670620253,0.3221967224620135,0.3814717338667228,0.1581692809769449,0.1381622626943187,intron,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,139101,44440,50966,23856,20538,15931,1.1333890898509136,0.1145282923918591,15468,0.95954125976574,0.111199775702547,7049,0.9342001331564964,0.0506754085161141,5771,0.8883885759303364,0.0414878397711015,12377,0.7677942961029586,0.0889785120164484,20905,1.13076709659741,0.1502864824839505,9489,1.0965447534424182,0.0682166195785796,7932,1.064702065977458,0.057023313994867,8343,1.1056932488189315,0.0599780015959626,7533,0.870510235818499,0.0541548946448983,3944,0.9737012885139382,0.0283534985370342,3929,1.1267053171499548,0.0282456632231256,7572,1.1656347768054942,0.0544352664610606,6800,0.9127551750689252,0.0488853423052314,3264,0.9360056388845642,0.023464964306511,2794,0.930666739885754,0.0200861244707083,0.3178826895565093,0.3645636623748212,0.1706437768240343,0.1469098712446352,upstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,139101,44239,46172,27955,21434,15575,1.1181537977420646,0.1119690009417617,14365,0.9881109967276246,0.1032702856198014,8055,0.9151343085236946,0.0579075635689175,6028,0.8932001894767929,0.0433354181494022,10686,0.7350472753937624,0.0768218776284857,17456,1.1504598053561648,0.1254915493059,10273,1.1182610419852197,0.0738528119855356,7549,1.0717453370845298,0.0542699189797341,9630,1.0940711844920148,0.0692302715293204,8187,0.8911908060676523,0.0588565143313132,5149,0.9257377828823762,0.0370162687543583,4820,1.13023409944264,0.0346510808692964,8136,1.2055535404086244,0.0584898742640239,5913,0.8394794248484336,0.0425086807427696,4342,1.018148643107872,0.0312147288660757,2937,0.8982176494321088,0.0211141544633036,0.316444921316166,0.3302718168812589,0.1999642346208869,0.1533190271816881,upstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
606536932.0,279014743,327522189.0,92565,28225,24218,21875,19182,8361,0.9912124276561008,0.0903257170636849,6277,0.8672739852126732,0.0678118079187597,7372,1.127664037566606,0.0796413331172689,5493,0.9582044381054636,0.0593420839410144,4723,0.6525625349943374,0.0510236050343002,6960,1.1207509254896295,0.0751904067412088,7416,1.322086287649092,0.0801166747690811,5119,1.0407091772702282,0.0553016799006103,7621,1.1657525271697105,0.0823313347377518,5180,0.9234637230342904,0.0559606762815318,4750,0.9375056689342404,0.0513152919570031,4111,0.9252986844478868,0.0444120347863663,7301,1.273593774368831,0.0788743045427537,5503,1.1187776133069085,0.0594501161346081,2103,0.473340582192631,0.0227191703127532,4275,1.0972984406398532,0.0461837627613028,0.3018716577540107,0.2590160427807487,0.2339572192513369,0.2051550802139037,downstream1,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
606536932.0,279014743,327522189.0,185858,55177,58826,39124,33667,16959,1.045751887468717,0.0912470811049295,15944,0.9221773858443516,0.0857859225860603,11506,1.0006164085733524,0.061907477751832,10488,1.0599240843334876,0.0564301778777346,12615,0.7296329479695495,0.0678743987345177,18738,1.0165510242950864,0.1008189047552432,17024,1.3886526480944412,0.0915968104682069,10150,0.9621369409139028,0.0546115851886924,11486,0.998877113581916,0.0617998687169774,13166,1.0739544622187154,0.070839027644761,7769,0.9528470766273506,0.0418007295892563,6500,0.9264250131080216,0.034972936327734,13863,1.401003773943091,0.0745892025094426,10671,1.011523477486922,0.0574148005466539,2655,0.3784089861233535,0.0142850993769436,6324,1.047436269681971,0.0340259768210138,0.295389573540906,0.3149244622418279,0.2094499823334796,0.1802359818837864,downstream2,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
