Genome_size_bp,Total_bp_gene_associated_region_including_N,Intergenic_bp,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number,Tip_Name
81095982.0,55671306,25424676.0,78111,26420,22696,16745,13039,9957,1.1368539869159628,0.1274724430617966,7407,0.9844689365996834,0.0948265929254522,4908,0.8841549801611321,0.0628336597918347,3651,0.8446495265372472,0.0467411760187425,5118,0.6802365353742648,0.0655221415677689,7695,1.1905613707118734,0.0985136536467334,5768,1.2095743972630395,0.073843632778994,4007,1.0791145366798036,0.0512987927436596,6224,1.121226690408086,0.0796814789210226,3931,0.8243475997990654,0.0503258183866548,3158,0.8976016257885827,0.0404296449923826,3286,1.1994438735118456,0.0420683386462854,4849,1.1218037672361303,0.0620783244357388,3391,0.9132212113504402,0.0434125795342525,2771,1.01146043015865,0.0354751571481609,1990,0.9328381830325342,0.0254765654005197,0.3348542458808618,0.2876552598225602,0.2122306717363751,0.1652598225602028,downstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,157011,49522,61923,24765,21590,18068,1.1684164113803417,0.1150747399863703,18117,0.9369578153072976,0.1153868200317175,7147,0.924211125305622,0.0455191037570616,5946,0.8819785129573986,0.037869958155798,14507,0.7502592607309692,0.0923948003643056,27121,1.1217230384678385,0.172733120609384,11169,1.1550688932536768,0.0711351433975963,8798,1.0436701078905062,0.056034290591105,8645,1.1179243288466632,0.0550598365719599,8573,0.8865973338583375,0.0546012699747151,3420,0.884368692111652,0.021781913369127,4017,1.1915019987296849,0.0255841947379482,8040,1.1925844675710535,0.0512066033590003,7799,0.9251628974128276,0.0496716790543337,2904,0.8613696301496152,0.018495519422206,2740,0.9322431400683427,0.0174510066173707,0.3138276299112801,0.3924144486692015,0.1569391634980988,0.1368187579214195,downstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,933635,300604,271817,206234,161548,107738,1.1288741800029602,0.1153962737043919,89364,1.0355173284032333,0.0957162060119854,55742,0.8513216294341928,0.0597042741542465,46098,0.898776862436293,0.0493747556593315,57631,0.6678069373932091,0.0617275487744139,89493,1.1468377448312288,0.0958543756393023,73996,1.2497913216811525,0.0792558119607769,49928,1.0765448061168277,0.053477001183546,72387,1.1055329695714706,0.0775324404076539,50130,0.8466949423735901,0.0536933598247709,38507,0.8572061844353978,0.0412441692952813,41375,1.1758239364390068,0.0443160335677218,60356,1.1767663740119938,0.0646462482661854,41991,0.905407646083394,0.0449758203152195,35445,1.0073010133433378,0.0379645150406743,23454,0.850902677911024,0.0251211661944978,0.3197224429192419,0.2891045869881292,0.2193505019660648,0.1718224681265641,exon,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,81095651,28596722,28610867,11935746,11952325,11657737,1.156057,0.143753,9730496,0.964463,0.119988,3719178,0.883647,0.045862,3489308,0.827882,0.043027,7557261,0.749057,0.093189,11669043,1.156035,0.143892,4838113,1.148929,0.059659,4546446,1.078168,0.056063,4536100,1.077741,0.055935,3486532,0.827963,0.042993,1724199,0.98149,0.021261,2188914,1.244298,0.026992,4845621,1.149684,0.059752,3724795,0.883317,0.045931,1654253,0.940368,0.020399,1727655,0.980731,0.021304,0.3526294995317875,0.3528039231692547,0.1471810698624316,0.1473855074365262,genome,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,25427628,9338929,9316342,3376897,3392347,3950580,1.1515060348080606,0.1553656518807023,3320009,0.9700548006821608,0.1305669958676444,1083963,0.8737739145298068,0.0426293400233792,985451,0.7907463507559871,0.0387551288700621,2601819,0.7602108944451833,0.1023225209995993,3936082,1.1528499801415246,0.1547954846594421,1422476,1.149426525995278,0.0559421429320894,1357073,1.0915836509410894,0.0533700194135292,1352858,1.0905280258301857,0.0532042548365109,978701,0.7908357613190694,0.038489669583022,453529,1.011041398502111,0.0178360718506657,592291,1.3143667216228816,0.0232932069007773,1434794,1.1513085070557396,0.0564265766354612,1082658,0.8708535004090259,0.0425780178945515,417350,0.9261510832839086,0.0164132493994327,457994,1.011716317419106,0.01801166825313,0.3673198485792158,0.3664314540513358,0.1328205080804884,0.1334281892889599,intergenic,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,2256902,737246,866323,350257,308855,276668,1.1546970053244372,0.122587511553448,262169,0.9311572449141658,0.1161632184295109,111889,0.9829288960421344,0.0495763661869234,86517,0.8619227603902977,0.0383344070766032,218169,0.7748804968004557,0.0966674671740288,378406,1.143753097907117,0.1676661193086806,144244,1.0783631724674074,0.0639123896385399,125503,1.0640292941908818,0.0556085288594719,122348,1.0748097183187182,0.0542105948774027,116885,0.8738282314262841,0.0517900201249323,47853,0.8848496456910031,0.0212029587461041,57398,1.2036196203337783,0.0254322075127763,120049,1.1959842049781528,0.0531919418743038,108860,0.9229279695753836,0.0482342609470858,40508,0.8494411578884402,0.017948497542206,39436,0.9378157966087192,0.0174735101479816,0.3258285193538108,0.3828745634050933,0.1547973399697085,0.1364995772713873,intron,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,157011,49914,57777,27630,22479,17826,1.1347313953927003,0.1135334467011865,17598,0.9677649052484208,0.1120813191432447,7970,0.9165137396062388,0.0507607747227901,6283,0.8880790311352519,0.0400163045901242,13983,0.7689656023462137,0.0890574545732464,23572,1.1198771278261257,0.1501296087535268,11186,1.1112783675111066,0.0712434160663902,8745,1.067853699903299,0.0556967346236887,9608,1.104876287344635,0.0611931648101088,8748,0.8690741247083105,0.0557158415652406,4715,0.979498658132573,0.0300297431390157,4411,1.1263233915803157,0.02809357306176,8253,1.1665313136971565,0.0525631962091827,7556,0.9226646719804834,0.0481240167886326,3630,0.9268995491808084,0.0231193992777576,2927,0.9186554712760376,0.0186420059741037,0.3163117870722433,0.3661406844106464,0.1750950570342205,0.1424524714828897,upstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,157011,49710,53059,31537,23494,17660,1.1334101331451931,0.1124761959353166,16402,0.9862293024016676,0.1044640184445675,8907,0.9010548511732014,0.0567285094674895,6485,0.8806293809658479,0.0413028386546165,12051,0.7246097624218081,0.0767525842138448,20489,1.1542145889715183,0.130494041818726,11870,1.1250069317737466,0.0755997987402156,8431,1.0726226967395658,0.0536968747412601,10907,1.1033799552875387,0.0694664705020667,9282,0.8797231963541631,0.0591168771614727,5801,0.9250091471757464,0.0369464559807911,5374,1.1502817718090663,0.0342269012999089,8862,1.2034136583067607,0.0564419053442115,6581,0.8372589215090834,0.0419142607842762,4810,1.0295599781171585,0.0306347962881581,3099,0.8904131506447408,0.0197374706230773,0.3150190114068441,0.3362420785804816,0.1998542458808618,0.1488846641318124,upstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
606536932.0,279014743,327522189.0,94446,28413,23955,22933,20099,8544,1.019859245025999,0.0904643923511848,6069,0.8592450740769302,0.0642589416174321,7734,1.1437718020172665,0.0818880630201384,5606,0.9459642678755744,0.0593566694195625,4310,0.6102069977379418,0.0456345424898884,6826,1.146270494598547,0.0722741037206446,7394,1.2969868716650723,0.0782881223132795,5270,1.0547588303195854,0.0557990809563136,7786,1.151462018425968,0.0824386421870698,5238,0.9188013570167228,0.0554602630074328,5254,0.9626790183801124,0.0556296719818732,4430,0.9261505417170944,0.0469051097981915,7554,1.2746725079436476,0.0799822120576837,5542,1.109197995755435,0.0586790335218008,2301,0.4810547170408655,0.024363128136713,4588,1.0944292433294132,0.0485780234207907,0.2978301886792452,0.2511006289308176,0.2403878406708595,0.2106813417190775,downstream1,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
606536932.0,279014743,327522189.0,189652,56485,59160,40464,34499,17517,1.0517639614594667,0.0923639086326535,15922,0.9127695489264408,0.0839537679539366,12079,1.0124040132834071,0.0636903380929281,10682,1.0501171610754645,0.0563242148777761,12614,0.7231299516491726,0.0665112943707422,18877,1.033240609850391,0.0995349376753211,17230,1.3788376133519706,0.0908506105920317,10137,0.9514798521876554,0.0534505304452365,11992,1.005112089352978,0.0632316031468162,13256,1.0608166803594732,0.0698964419041191,8143,0.9527339311973916,0.0429365363929723,6863,0.9418104440116408,0.0361873325881087,14103,1.3864259804013548,0.0743625166093687,10820,1.0155876492720166,0.057051863412988,2768,0.3798530247740379,0.0145951532280176,6649,1.0702078730599716,0.0350589500769831,0.2963411819021237,0.3103752203475195,0.2122890959456056,0.1809945018047511,downstream2,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
