Genome_size_bp,Total_bp_gene_associated_region_including_N,Intergenic_bp,Sum_of_valid_dinucleotide_counts,A_Count,T_Count,G_Count,C_Count,AA_Count,AA_OE,AA_Rate,AT_Count,AT_OE,AT_Rate,AG_Count,AG_OE,AG_Rate,AC_Count,AC_OE,AC_Rate,TA_Count,TA_OE,TA_Rate,TT_Count,TT_OE,TT_Rate,TG_Count,TG_OE,TG_Rate,TC_Count,TC_OE,TC_Rate,GA_Count,GA_OE,GA_Rate,GT_Count,GT_OE,GT_Rate,GG_Count,GG_OE,GG_Rate,GC_Count,GC_OE,GC_Rate,CA_Count,CA_OE,CA_Rate,CT_Count,CT_OE,CT_Rate,CG_Count,CG_OE,CG_Rate,CC_Count,CC_OE,CC_Rate,A_Rate,T_Rate,G_Rate,C_Rate,Region,Assembly Identifier,Phylum,Class,Order,Family,Genus,Organism Name,Average_lifespan_days,Average_lifespan_days_in_longer_life_cycle,Parthenogenesis,Fission Budding,Highly dormant eggs,Dormant state in other than egg stage,More than one type of life cycles,Eusociality,Eusociality level,Host number,Tip_Name
81095982.0,55671306,25424676.0,546777,177919,158317,120471,95593,61015,1.0753053494635454,0.1115902826929442,51153,1.0131204391884596,0.0935536791050099,33886,0.8819730419611449,0.0619740771832026,27672,0.9076783513254706,0.0506092977575867,36163,0.7162331523541584,0.0661384805871497,52278,1.1635999922011249,0.0956111906682248,41204,1.2052278540501895,0.0753579612895202,28672,1.0569250559612362,0.0524381969248889,43136,1.1227288301374003,0.0788913944807481,29390,0.8596652419797851,0.0537513465270119,23603,0.9072814350461512,0.043167507045834,23012,1.1147708588965837,0.0420866276379584,35751,1.1726802810869073,0.0653849741302212,23521,0.867045697588736,0.0430175373141152,20768,1.0060647139563814,0.0379825779065322,15553,0.949515017709364,0.0284448687490512,0.3221419518377693,0.286650371175086,0.2181260184682238,0.1730816585189208,downstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,1099077,359810,421563,164479,158748,137834,1.181930280784746,0.1254088658028509,128949,0.9437657685419673,0.1173248098176924,48152,0.9032596338088102,0.0438113071240686,43095,0.8375820304889543,0.0392101736275074,100388,0.7347304591147741,0.0913384594527954,182228,1.1383402547650172,0.1658009402434952,71952,1.151998424178411,0.0654658408828498,64876,1.076205666325789,0.0590277114342307,59289,1.1121731273652298,0.0539443551270748,53383,0.8546966293906509,0.0485707552792024,22533,0.9246557209662272,0.0205017482851519,28437,1.2090576707322185,0.0258735284243051,60392,1.1737615497224487,0.0549479244857275,54928,0.9111817134216496,0.049976480264804,21071,0.8958769975735336,0.0191715412113982,21570,0.9502012080703444,0.019625558536845,0.3257378236465689,0.3816431287343835,0.1489036755386565,0.1437153720803911,downstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,10524659,3357361,2914844,2402614,1922831,1160812,1.0989474297739643,0.1102944998027964,979758,1.0683574221542456,0.093091662162166,636497,0.8420258559527078,0.0604767337355063,562188,0.929294840435026,0.0534162674534158,615604,0.6712730107922998,0.058491586283223,886428,1.1133300816777123,0.0842239164233254,839011,1.278437337099105,0.0797185923078362,565902,1.0774469795892272,0.0537691529958357,830755,1.0990109772111916,0.0789341488403567,576792,0.8788829092110435,0.0548038658544661,469062,0.8671083239648812,0.0445679047653705,482621,1.1147878010939178,0.0458562125385725,723053,1.1952041350243454,0.0687008481699977,462937,0.8814071559918467,0.0439859381667377,429530,0.9921549294454044,0.0408117735691009,303709,0.8765698775046711,0.0288568969312925,0.3168024043066151,0.2750462602558114,0.2267119597269206,0.1814393757106528,exon,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,81095651,28596722,28610867,11935746,11952325,11657737,1.156057,0.143753,9730496,0.964463,0.119988,3719178,0.883647,0.045862,3489308,0.827882,0.043027,7557261,0.749057,0.093189,11669043,1.156035,0.143892,4838113,1.148929,0.059659,4546446,1.078168,0.056063,4536100,1.077741,0.055935,3486532,0.827963,0.042993,1724199,0.98149,0.021261,2188914,1.244298,0.026992,4845621,1.149684,0.059752,3724795,0.883317,0.045931,1654253,0.940368,0.020399,1727655,0.980731,0.021304,0.3526294995317875,0.3528039231692547,0.1471810698624316,0.1473855074365262,genome,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,25427628,9338929,9316342,3376897,3392347,3950580,1.1515060348080606,0.1553656518807023,3320009,0.9700548006821608,0.1305669958676444,1083963,0.8737739145298068,0.0426293400233792,985451,0.7907463507559871,0.0387551288700621,2601819,0.7602108944451833,0.1023225209995993,3936082,1.1528499801415246,0.1547954846594421,1422476,1.149426525995278,0.0559421429320894,1357073,1.0915836509410894,0.0533700194135292,1352858,1.0905280258301857,0.0532042548365109,978701,0.7908357613190694,0.038489669583022,453529,1.011041398502111,0.0178360718506657,592291,1.3143667216228816,0.0232932069007773,1434794,1.1513085070557396,0.0564265766354612,1082658,0.8708535004090259,0.0425780178945515,417350,0.9261510832839086,0.0164132493994327,457994,1.011716317419106,0.01801166825313,0.3673198485792158,0.3664314540513358,0.1328205080804884,0.1334281892889599,intergenic,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,32373728,10853407,12483080,4766386,4338324,4237239,1.1693696270370888,0.1308851115324129,3912776,0.9388542355531286,0.1208626945898847,1498862,0.9419055951331644,0.046298714809737,1204530,0.8316308190660384,0.0372070216936399,3158480,0.7578640652850676,0.0975630610104588,5509901,1.1494797241053485,0.170196679233235,2006572,1.096338866599296,0.0619814931415992,1808126,1.0853904122964868,0.0558516461249072,1719519,1.080569503421785,0.0531146428363146,1560425,0.8525757241271216,0.0482003493697111,636934,0.9114168195406144,0.0196744100648525,782040,1.229472446671938,0.0241566247792036,1738169,1.200065510319541,0.0536907272464882,1499977,0.9004132756595765,0.0463331563173694,556550,0.8749717280385493,0.0171914090338931,543628,0.938985481876996,0.0167922582162919,0.3345563050586573,0.3847909804314557,0.1469238635060229,0.133728851003864,intron,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,1099077,365038,404946,173558,161058,137929,1.1491094416315106,0.1254953019670141,128429,0.964516961598118,0.1168516855506939,51872,0.9089337676051864,0.0471959653418277,45007,0.8498487608069905,0.0409498151630868,100235,0.7527766909793533,0.0911992517357746,167955,1.1370528957613817,0.1528145889687437,70911,1.1200923155803657,0.0645186824944931,63817,1.0862728557978458,0.0580641756674009,62733,1.0992470319859684,0.0570778935415808,54120,0.8548659040093833,0.0492413179422369,26433,0.974179845482005,0.0240501802876413,29392,1.1673044965158192,0.0267424393377352,62306,1.1764986977767982,0.0566893857300261,52438,0.8925831050084999,0.0477109429093684,23461,0.9317545860355756,0.0213460931308725,22039,0.9432118307625338,0.0200522802315033,0.3304707586456636,0.3665996740901683,0.1571229404309252,0.1458066268332428,upstream1,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
81095982.0,55671306,25424676.0,1099077,352759,360421,220376,171044,125365,1.1184126164301382,0.1140638917928407,116121,1.0139219738438874,0.1056531980925813,61118,0.8727878532472535,0.0556084787508063,48482,0.8920239979372564,0.0441115590627408,83597,0.7299354573886502,0.0760610949005392,134530,1.1496904549500944,0.1224027069986907,81566,1.1400312071329222,0.0742131806961659,59119,1.064611384157198,0.0537896798859406,75605,1.0796676207460747,0.0687895388585149,62242,0.8699436333075956,0.0566311550510109,42321,0.9674071372996892,0.0385059463531672,38844,1.14402038545161,0.035342382744794,66350,1.2207786861750127,0.0603688367602997,45503,0.8194152778853665,0.0414011029254547,34476,1.0153755228305452,0.0313681389020059,23838,0.904557304428772,0.0216891082244465,0.3193545174723882,0.3262909650552236,0.1995075140322288,0.1548470034401593,upstream2,GCA_046563165.1_ASM4656316v1,Nematoda,Chromadorea,Rhabditida,Onchocercidae,Acanthocheilonema,Acanthocheilonema viteae,730.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Acanthocheilonema_viteae_ott295364
606536932.0,279014743,327522189.0,2321522,666541,565914,587774,524745,186498,0.9943143366185968,0.0803343668507125,139938,0.8787424688665442,0.0602785586352401,178846,1.081297630600088,0.0770382533527573,143892,0.9744616030756398,0.0619817516267345,106632,0.6695970139645939,0.0459319360316206,147854,1.0935419863997538,0.0636883906333862,178517,1.2712238451655398,0.0768965359794135,132911,1.0601454127343195,0.0572516650714488,191634,1.158613500678893,0.0825467085816977,134292,0.9562965578346638,0.0578465334379773,139934,0.9594133693295088,0.0602768356276615,115830,0.8895403157122056,0.0498939919587236,176506,1.1953292727355855,0.0760302939192478,137722,1.0985196600175755,0.0593240124366687,84394,0.6481210861108165,0.0363528753981224,126122,1.0849194391434112,0.054327290458587,0.2842423839240861,0.2413306075035373,0.2506526724816565,0.2237743360907199,downstream1,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
606536932.0,279014743,327522189.0,4663800,1364714,1417342,985309,919884,414974,1.04962393497101,0.0889776577040181,387950,0.944834156016476,0.0831832411338393,278328,0.9750770492820182,0.0596783738582272,276658,1.038160864562332,0.0593202967537201,317883,0.7741892409253394,0.068159655216776,451714,1.0592790169428397,0.0968553540031733,380556,1.283711994847714,0.0815978386723272,259841,0.9388497377250832,0.0557144388695913,285870,1.0014992242183702,0.0612955100990608,302701,1.0210873158021363,0.0649043698271795,204917,0.9943269755974892,0.0439377760624383,186943,0.9716275604122696,0.0400838372142887,338889,1.271683078857883,0.0726637077061623,268851,0.971404400526192,0.0576463398945066,116535,0.6056852503310841,0.024987134954329,191190,1.0643762497664933,0.0409944680303615,0.291154577023751,0.3023824849074585,0.2102105094054103,0.1962524286633801,downstream2,GCA_016165875.1_ASM1616587v1,Mollusca,Polyplacophora,Chitonida,Chitonidae,Acanthopleura,Acanthopleura granulata,2069.854167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Acanthopleura_granulata_ott457177
